"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC102723641",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102723680",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102723737",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102723742",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102723854",4.53506052276367,-0.0449227372202026,0.591192919324864,-0.0759865954949256,0.939429762609247,NA
"LOC102723859",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724020",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724034",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724050",4.96426029627227,-0.145493794547847,0.567890185659652,-0.256200579305387,0.797795961333996,NA
"LOC102724058",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724084",4.75374793079092,0.104619107760962,0.588915473157933,0.177647069111573,0.859000156620902,NA
"LOC102724163",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724188",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724224",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724321",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724421",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724484",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724508",4.51661313572425,-0.204470901535327,0.594726747535796,-0.343806466385673,0.73099183688845,NA
"LOC102724550",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724555",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724631",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724651",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724663",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724678",4.43365190939842,-0.13739511852536,0.597807633810772,-0.22983165612912,0.818222585059879,NA
"LOC102724691",4.65916433944207,-0.0597439944804185,0.592544423342739,-0.100826186403684,0.919688439019889,NA
"LOC102724849",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724862",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724890",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724933",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102724958",4.46707518496783,0.0196020358891649,0.594546751310869,0.0329697132243106,0.973698739850879,NA
"LOC102800315",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC102800447",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC103021295",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC103171574",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC103191607",4.60370878280811,-0.140162855181028,0.59796994042721,-0.234397827892303,0.814676144774306,NA
"LOC103312105",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC145845",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC146481",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC146513",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC149373",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC149684",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC149950",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC150935",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC151475",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC151484",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC152225",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC152578",4.43365190939842,-0.13739511852536,0.597807633810772,-0.22983165612912,0.818222585059879,NA
"LOC152586",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC153910",4.46707518496783,0.0196020358891649,0.594546751310869,0.0329697132243106,0.973698739850879,NA
"LOC154449",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC154872",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC157273",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC158434",4.55449707429946,0.146760874694023,0.586752239544746,0.250124098048424,0.802491380605721,NA
"LOC158435",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC1720",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC200726",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC200772",4.45004744139577,-0.143046474508317,0.597174028122646,-0.239539008349068,0.810687652408834,NA
"LOC221122",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC253044",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC253573",4.99429797667154,-0.0728623861582848,0.602329916928143,-0.120967569616797,0.903716722216007,NA
"LOC254896",4.43365190939842,-0.13739511852536,0.597807633810772,-0.22983165612912,0.818222585059879,NA
"LOC255654",4.51661313572425,-0.204470901535327,0.594726747535796,-0.343806466385673,0.73099183688845,NA
"LOC283045",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC283194",4.42861007250154,0.00482877450317138,0.595438311567351,0.00810961338792725,0.993529535606346,NA
"LOC283214",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC283299",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC283332",4.43365190939842,-0.13739511852536,0.597807633810772,-0.22983165612912,0.818222585059879,NA
"LOC283352",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC283440",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC283585",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC283710",4.69291385725926,0.144535898763574,0.579818064410648,0.249278019494765,0.803145732661582,NA
"LOC283731",4.44113985366342,-0.140161386491083,0.597520247588129,-0.23457177736962,0.814541116798976,NA
"LOC283856",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC283914",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC284080",4.63760792278593,-0.314473775406193,0.591858477727613,-0.531332720980167,0.59518823463365,NA
"LOC284294",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC284344",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC284379",4.73210361928113,0.004834426885004,0.595344440463098,0.00812038637875491,0.993520940286311,NA
"LOC284395",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC284578",4.55953891119634,0.0133177696972688,0.587315425644687,0.0226756681601715,0.98190898483996,NA
"LOC284632",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC284661",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC284788",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC284865",4.43365190939842,-0.13739511852536,0.597807633810772,-0.22983165612912,0.818222585059879,NA
"LOC284933",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC284950",4.66420617633894,-0.0939531931966908,0.587875172346495,-0.159818270299931,0.873024231456039,NA
"LOC285000",4.79034192596903,-0.0728626325898809,0.602420975394321,-0.120949693928217,0.903730880993678,NA
"LOC285593",4.56474156375672,-0.0728633835443336,0.602694878268142,-0.12089597269137,0.903773432100918,NA
"LOC285627",4.8402382279514,0.13909082641462,0.57315359704627,0.242676356096202,0.808256125104226,NA
"LOC285629",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC285692",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC285696",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC285768",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC285889",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC286059",4.66916011838217,-0.0728590563020719,0.601038734178822,-0.121221898288497,0.903515279693817,NA
"LOC286083",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC286094",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC286114",4.50163724719425,-0.19902282930708,0.595207578388896,-0.334375496101367,0.738096227617408,NA
"LOC286177",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC286189",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC286238",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC286297",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC286359",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC286370",4.66916011838217,-0.0728590563020719,0.601038734178822,-0.121221898288497,0.903515279693817,NA
"LOC338694",4.69080442989196,-0.0728638735252147,0.602883578353382,-0.120858945477041,0.903802760495113,NA
"LOC338797",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC338963",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC339059",4.96281866457015,-0.0935435475331053,0.590906299901788,-0.158305212770033,0.874216300742738,NA
"LOC339166",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC339240",4.62777299682434,-0.0728605358231295,0.601612337235093,-0.121108779381061,0.903604875424553,NA
"LOC339298",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC339529",4.43365190939842,-0.13739511852536,0.597807633810772,-0.22983165612912,0.818222585059879,NA
"LOC339568",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC339593",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC339622",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC339666",5.07224943776366,0.252989359424986,0.562259166737643,0.449951507047699,0.652745406990928,NA
"LOC339807",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC339862",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC339874",5.00535225386057,0.0519232889728292,0.570429329927886,0.0910249285032264,0.927472783196732,NA
"LOC339975",4.43365190939842,-0.13739511852536,0.597807633810772,-0.22983165612912,0.818222585059879,NA
"LOC340017",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC340074",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC340107",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC340113",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC340357",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC344887",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC349160",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC387810",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC388242",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC388282",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC388436",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC388553",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC388692",5.02120350645186,-0.073229404072519,0.569437520536031,-0.128599541532819,0.897674529100168,NA
"LOC388849",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC388882",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC388942",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC389033",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC389332",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC389602",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC389895",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC390705",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC391003",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC392196",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC392232",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC392364",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC392452",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400043",5.11107044812155,-0.0626005968210384,0.593758130033739,-0.105431140483889,0.916033707223799,NA
"LOC400548",4.46520406767965,-0.0728607411688995,0.601679702165315,-0.121095561154364,0.903615344989452,NA
"LOC400553",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400558",4.77056873174742,0.0196000395499802,0.594446258376633,0.0329719285364933,0.973696973247967,NA
"LOC400620",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400644",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400654",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400655",4.56848379833308,0.106810715722794,0.589341748635762,0.181237314291826,0.856181306979924,NA
"LOC400736",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400794",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400867",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400891",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC400940",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC401134",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC401177",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC401286",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC401324",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC401557",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC402160",5.01256458864206,-0.0713945704290023,0.57818636130706,-0.123480205011419,0.901726848436673,NA
"LOC440028",4.59622083854311,-0.137390001324725,0.598258878248134,-0.229649749163841,0.818363945596964,NA
"LOC440040",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC440117",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC440173",4.8062710778953,0.387882115366224,0.577410536428354,0.671761408729252,0.501735600317954,NA
"LOC440602",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC440704",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC440895",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC440896",4.59109106947757,0.0778166361531072,0.591257132304242,0.131612173285489,0.895291056400502,NA
"LOC440910",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC441025",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC441178",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC441666",4.96160699441829,0.0423981555908265,0.58774752091302,0.0721366812827458,0.94249313480987,NA
"LOC442028",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC442132",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC442497",4.56962258499009,-0.257979075322371,0.593245569336127,-0.434860517561157,0.663663674651942,NA
"LOC494127",4.77518529968514,-0.14308145987959,0.598930927480179,-0.238894759503507,0.811187189239228,NA
"LOC494141",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC541473",4.50408335456238,-0.0624834230086572,0.591801095510439,-0.105581796794013,0.915914168067002,NA
"LOC550113",4.52823550074727,0.0320795574541829,0.593878403198931,0.0540170467243565,0.956921582747568,NA
"LOC606724",4.59117900164623,0.10459626966406,0.588474526482171,0.177741371898159,0.858926092459137,NA
"LOC613038",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC63930",4.85337335903664,-0.0728692959121216,0.604940950813493,-0.120456874037261,0.904121240361402,NA
"LOC641515",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC641746",4.76869761445924,-0.0728588076706941,0.600953143238932,-0.121238749626984,0.903501932711165,NA
"LOC642366",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC642423",4.68060170833629,-0.204597205237567,0.594346509186857,-0.344238928091766,0.730666608843186,NA
"LOC642426",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC642929",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC642943",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643201",4.43365190939842,-0.13739511852536,0.597807633810772,-0.22983165612912,0.818222585059879,NA
"LOC643339",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643355",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643406",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643441",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643486",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643542",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643623",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643711",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC643802",4.52823550074727,-0.072860459622505,0.601573684844152,-0.121116434209353,0.903598812385831,NA
"LOC643923",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC644145",4.66916011838217,-0.0728590563020719,0.601038734178822,-0.121221898288497,0.903515279693817,NA
"LOC644189",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC644554",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC644669",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC644838",4.6105338048245,-0.109285340719471,0.587580413245688,-0.185992143808536,0.852450922169707,NA
"LOC645354",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC645355",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC645382",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC645434",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC645752",4.66916011838217,-0.0728590563020719,0.601038734178822,-0.121221898288497,0.903515279693817,NA
"LOC645949",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC646268",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC646522",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC646736",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC646743",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC646813",4.45004744139577,-0.143046474508317,0.597174028122646,-0.239539008349068,0.810687652408834,NA
"LOC646862",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC646903",4.66916011838217,-0.0728590563020719,0.601038734178822,-0.121221898288497,0.903515279693817,NA
"LOC646938",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC647323",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC647859",4.53442831118895,-0.210165549058046,0.594151051183847,-0.353724105409375,0.72354565556791,NA
"LOC648691",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC649133",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC649324",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC649330",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC649352",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC650226",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC650293",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC653486",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC653513",4.8815478177786,-0.0125451780537495,0.580971067780168,-0.0215934643728188,0.982772246992603,NA
"LOC653602",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC653786",4.74716740266478,-0.158353816621581,0.584067026328529,-0.271122678534003,0.786296679651263,NA
"LOC727751",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC727924",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC728040",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC728175",4.87010622782449,0.0195982159141917,0.59435488371696,0.0329739292989887,0.973695377738028,NA
"LOC728228",4.4915535734005,0.0778797388092011,0.590688167953545,0.131845774190835,0.89510627998849,NA
"LOC728463",4.66916011838217,-0.0728590563020719,0.601038734178822,-0.121221898288497,0.903515279693817,NA
"LOC728637",4.7421255657679,-0.0269700503711151,0.581918483061139,-0.0463467842252426,0.96303385092908,NA
"LOC729159",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC729296",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC729911",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC729930",4.42861007250154,0.00482877450317138,0.595438311567351,0.00810961338792725,0.993529535606346,NA
"LOC729950",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC729966",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC729970",4.51299094229473,-0.0653594354444462,0.591450271173858,-0.110507068184662,0.912007244602704,NA
"LOC729987",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC730102",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC730159",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC730668",4.72805709337676,-0.376657865515189,0.586716836159617,-0.64197555328499,0.520889056171169,NA
"LOC79999",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOC80154",4.75365999862226,0.0778255780681263,0.591176692992254,0.131645206907956,0.89526492672929,NA
"LOC90246",4.50163724719425,-0.19902282930708,0.595207578388896,-0.334375496101367,0.738096227617408,NA
"LOC93432",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LOXHD1",4.71884918856367,0.287661519888276,0.577654498220536,0.497981961145316,0.618496756635189,NA
"LPA",4.57955663662321,-0.126831499494622,0.588980834688099,-0.215340622351128,0.82950176039293,NA
"LPAR1",4.36566657160258,-0.0728593064784012,0.601121029970909,-0.121205718725108,0.903528094627442,NA
"LPAR3",4.76869761445924,-0.0728588076706941,0.600953143238932,-0.121238749626984,0.903501932711165,NA
"LPHN2",5.01594228818133,-0.0728765726508661,0.607669162767176,-0.119928041632068,0.904540150776114,NA
